ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,Order_date,City
Silk Sheets,Bedsheets,398.85,1.1,1719,494,0.07,542,4-21-2024,Indianapolis
Cotton Sheets,Bedsheets,349.09,2.8,4647,612,0.31,1856,10-07-2023,Austin
Linen Sheets,Bedsheets,347.49,4.6,1232,21,0.24,1231,06-04-2024,Grand Rapids
Silk Sheets,Bedsheets,404.8,2.3,2649,652,0.04,848,3-26-2024,Port St. Lucie
Cotton Sheets,Bedsheets,422.05,1.9,1262,71,0.4,1845,09-03-2023,Baton Rouge
Cotton Sheets,Bedsheets,234.97,2.2,2722,59,0.06,981,4-15-2024,McAllen
Cotton Sheets,Bedsheets,216.17,3.4,3076,985,0.2,709,4-14-2024,Austin
Bamboo Sheets,Bedsheets,313.43,2.3,4621,461,0.03,383,4-29-2024,Minneapolis
Linen Sheets,Bedsheets,261.03,4.1,1003,418,0.04,1938,03-04-2024,Boston
Linen Sheets,Bedsheets,207.57,4.3,1895,919,0.31,144,7-21-2023,Dallas
Linen Sheets,Bedsheets,481.51,2.8,3212,965,0.34,397,10-17-2023,Madison
Silk Sheets,Bedsheets,99.07,1.6,4827,911,0.02,428,07-02-2023,Columbia
Bamboo Sheets,Bedsheets,263.96,3.8,4866,757,0.16,1806,12-24-2023,New Orleans
Linen Sheets,Bedsheets,479.48,1.9,3847,582,0.47,370,03-01-2024,Wichita
Silk Sheets,Bedsheets,165.13,2.1,2845,457,0.16,881,11-28-2023,Colorado Springs
Framed Poster,Posters and artwork,219.94,3.9,4266,381,0.07,452,6-28-2023,Kansas City
Canvas Print,Posters and artwork,472.16,1.9,3075,92,0.46,287,2-27-2024,Orlando
Canvas Print,Posters and artwork,132.26,3.2,4552,740,0.45,1029,2-21-2024,Albany
Art Print,Posters and artwork,29.24,2.1,3722,810,0.49,1411,07-11-2023,Oakland
Framed Poster,Posters and artwork,113.33,4.4,2501,290,0.47,149,10-09-2023,Concord
Digital Art,Posters and artwork,232.66,4.1,2123,598,0.23,1553,2-20-2024,Allentown
Digital Art,Posters and artwork,469.88,1.7,1106,124,0.11,1070,9-30-2023,Bronx
Digital Art,Posters and artwork,214.42,1.6,2415,494,0.38,717,08-03-2023,Virginia Beach
Canvas Print,Posters and artwork,59.12,1.1,1357,354,0.3,1761,9-20-2023,San Francisco
Digital Art,Posters and artwork,125.15,4.3,4780,902,0.07,1471,04-09-2024,Port St. Lucie
Canvas Print,Posters and artwork,463.97,2.7,3066,330,0.21,1778,5-25-2024,Jacksonville
Digital Art,Posters and artwork,24.04,3.3,4586,430,0.12,297,3-28-2024,Jacksonville
Art Print,Posters and artwork,204.87,4.9,4922,922,0.35,71,9-23-2023,Baton Rouge
Digital Art,Posters and artwork,193.61,3.2,4987,11,0.21,1578,5-26-2024,Baltimore
Digital Art,Posters and artwork,119.92,1.9,3028,519,0.47,719,8-25-2023,Palm Bay
Art Print,Posters and artwork,34.77,3.5,925,662,0.11,969,04-02-2024,New Haven
Framed Poster,Posters and artwork,436.61,4,4290,910,0.2,1965,09-11-2023,Provo
Framed Poster,Posters and artwork,290.28,4.2,2074,310,0.08,1683,09-05-2023,Palm Bay
Canvas Print,Posters and artwork,179.81,2.6,4319,783,0.09,949,6-22-2023,Washington
Canvas Print,Posters and artwork,202.04,3.8,3498,829,0.49,1891,5-21-2024,Denton
Art Print,Posters and artwork,448.89,2.2,3406,440,0.07,1311,4-23-2024,Dallas
Canvas Print,Posters and artwork,32.19,3.6,3748,277,0.34,988,8-17-2023,Charleston
Canvas Print,Posters and artwork,24.71,2.8,2182,579,0.49,477,01-05-2024,San Jose
Art Print,Posters and artwork,383.22,3,2462,338,0.49,287,7-26-2023,Concord
Digital Art,Posters and artwork,211.48,2.7,2363,983,0.28,143,5-27-2024,Fort Worth
Canvas Print,Posters and artwork,21.53,2.7,2176,906,0.28,3,7-21-2023,Houston
Canvas Print,Posters and artwork,266.56,2,3792,224,0.25,991,7-27-2023,New York
Digital Art,Posters and artwork,113.06,4.1,1131,530,0.06,1319,08-11-2023,Akron
Digital Art,Posters and artwork,482.27,1.5,194,489,0.44,181,08-12-2023,Grand Rapids
Art Print,Posters and artwork,12.65,1,3867,792,0.01,777,8-19-2023,Sacramento
Art Print,Posters and artwork,168.67,3.6,1397,553,0.13,1269,11-17-2023,Detroit
Framed Poster,Posters and artwork,306.94,4.4,2410,282,0.37,161,01-04-2024,Portland
Canvas Print,Posters and artwork,301.13,2.6,4683,857,0.01,1887,10-30-2023,Queens
Art Print,Posters and artwork,23.65,3.5,4416,434,0.27,1431,01-05-2024,Pittsburgh
Framed Poster,Posters and artwork,483,1.2,2660,155,0.08,870,09-06-2023,New Orleans
Framed Poster,Posters and artwork,44,1.4,1751,909,0.4,313,7-16-2023,Rochester
Canvas Print,Posters and artwork,80.21,3.9,2686,847,0.5,439,11-08-2023,Atlanta
Art Print,Posters and artwork,341.42,3.7,194,662,0,122,12-08-2023,San Juan
Framed Poster,Posters and artwork,334.3,3.5,3814,990,0.02,395,07-11-2023,San Jose
Framed Poster,Posters and artwork,420.26,1.5,3629,799,0.41,1424,12-26-2023,Mesa
Soy Candle,Candles,460.01,3.6,2156,794,0.2,615,9-30-2023,Washington
Beeswax Candle,Candles,156.4,4.6,1268,286,0.16,475,3-21-2024,Bonita Springs
Soy Candle,Candles,16.32,3.2,935,908,0.48,290,1-31-2024,Bonita Springs
Scented Candle,Candles,281.02,4.2,3861,961,0.3,507,11-06-2023,Albuquerque
Scented Candle,Candles,201.05,2.9,4703,586,0.41,565,07-04-2023,Minneapolis
Beeswax Candle,Candles,270.62,4.5,3603,557,0.23,1918,4-15-2024,San Jose
Scented Candle,Candles,159.81,2.6,3996,851,0.34,28,2-21-2024,Baton Rouge
Beeswax Candle,Candles,188.69,4,2756,474,0.06,211,2-24-2024,Reno
Pillar Candle,Candles,379.2,4.5,4085,786,0.37,684,12-24-2023,Mission Viejo
Scented Candle,Candles,340.11,4.1,1499,51,0.25,876,07-06-2023,Worcester
Beeswax Candle,Candles,106.16,1.5,857,751,0.14,1942,8-18-2023,Indianapolis
Scented Candle,Candles,275.27,1.3,4306,751,0.05,779,11-18-2023,Birmingham
Beeswax Candle,Candles,42.68,1.2,4506,522,0.02,426,09-11-2023,Seattle
Pillar Candle,Candles,205.59,3.4,1243,576,0.49,327,4-21-2024,St. Louis
Soy Candle,Candles,447.88,1.3,3388,323,0.09,1689,6-20-2023,Wichita
Soy Candle,Candles,175.28,4.8,4141,820,0.16,1912,9-17-2023,Pittsburgh
Scented Candle,Candles,418.27,2.2,2163,629,0.31,1503,08-12-2023,Mission Viejo
Beeswax Candle,Candles,232.55,2.6,2476,790,0.16,746,08-04-2023,Bakersfield
Soy Candle,Candles,409.73,2.9,2829,333,0.03,347,9-13-2023,Baton Rouge
Beeswax Candle,Candles,231.35,2.4,3164,684,0.06,1240,6-20-2023,Omaha
Soy Candle,Candles,310.85,3.5,243,505,0.03,1110,11-08-2023,Manhattan
Soy Candle,Candles,367.94,1.5,1192,329,0.24,390,08-11-2023,Tampa
Soy Candle,Candles,435.4,2.2,1211,929,0.02,643,11-07-2023,Manhattan
Pillar Candle,Candles,280.66,3.4,4552,188,0.29,1788,8-25-2023,Houston
Soy Candle,Candles,269.69,3.7,1869,376,0.2,507,5-27-2024,Bridgeport
Beeswax Candle,Candles,84.21,2.7,4516,528,0.26,941,05-04-2024,San Francisco
Scented Candle,Candles,415.93,1.3,2155,267,0.41,1553,3-14-2024,Jacksonville
Scented Candle,Candles,105.65,3.7,2430,441,0.49,1113,10-19-2023,New Haven
Soy Candle,Candles,363.81,1.2,2645,18,0.26,606,10-02-2023,Houston
Scented Candle,Candles,15.14,4.6,1547,629,0.31,1446,10-10-2023,Miami
Scented Candle,Candles,16.32,1.9,746,701,0.18,769,12-15-2023,Fresno
Beeswax Candle,Candles,196.67,1.2,2306,134,0.45,1771,12-09-2023,Spokane
Scented Candle,Candles,419.33,1.8,4675,890,0.29,880,03-06-2024,Madison
Scented Candle,Candles,43.37,1.9,4478,133,0.23,502,12-10-2023,Grand Rapids
Scented Candle,Candles,212.93,4.8,3981,678,0.3,219,12-16-2023,Kansas City
Beeswax Candle,Candles,244.38,1.1,3733,415,0.41,196,05-01-2024,Baton Rouge
Scented Candle,Candles,266.47,1.9,3878,889,0.04,924,02-10-2024,Tampa
Beeswax Candle,Candles,80.05,4,28,974,0.3,1419,2-22-2024,San Antonio
Soy Candle,Candles,260.74,2.9,903,519,0.42,339,12-20-2023,Palm Bay
Pillar Candle,Candles,13.59,1.1,3087,332,0.5,8,08-01-2023,Allentown
Body Lotion,Bath and body,480.3,1.2,2062,838,0.02,1448,09-08-2023,San Antonio
Body Scrub,Bath and body,267.2,2.8,2313,490,0.29,1735,08-11-2023,Bakersfield
Body Scrub,Bath and body,492.18,4.2,1517,367,0.34,419,09-07-2023,Boise
Bath Salts,Bath and body,348.46,3.9,3096,529,0.46,1578,7-14-2023,Philadelphia
Body Scrub,Bath and body,47.61,1,2226,55,0.21,110,1-27-2024,Richmond
Body Scrub,Bath and body,329.96,3.3,813,248,0.05,322,06-06-2024,New Orleans
Body Scrub,Bath and body,481.95,1.5,2476,268,0.08,147,2-15-2024,New York
Body Lotion,Bath and body,400.78,3.7,2038,812,0.24,1854,3-28-2024,Phoenix
Bath Salts,Bath and body,224.16,3.5,3510,714,0.42,998,08-08-2023,Chicago
Body Lotion,Bath and body,438.41,4.3,1451,727,0.2,562,11-11-2023,Boston
Bath Salts,Bath and body,18.17,1.8,4534,731,0.21,698,8-28-2023,Mesa
Bath Salts,Bath and body,265.72,1.3,3197,176,0.48,1634,03-06-2024,Kansas City
Bath Salts,Bath and body,213.75,3.2,3916,637,0.26,309,1-14-2024,Cape Coral
Body Scrub,Bath and body,320.07,4.1,684,557,0.01,1462,11-11-2023,Manhattan
Shower Gel,Bath and body,222.69,1.5,3560,64,0.18,626,04-09-2024,Riverside
Bath Salts,Bath and body,247.06,2.7,1181,588,0.3,1878,10-31-2023,Bridgeport
Shower Gel,Bath and body,241.15,3.2,4908,939,0.11,1906,8-14-2023,Boise
Body Scrub,Bath and body,134.72,2.9,2387,346,0.13,648,10-11-2023,Buffalo
Shower Gel,Bath and body,212.08,1.8,4391,111,0.07,1200,07-05-2023,Port St. Lucie
Body Scrub,Bath and body,138.05,2.7,3472,27,0.26,1560,4-15-2024,Oakland
Body Lotion,Bath and body,213.6,4.6,2597,901,0.01,1677,7-26-2023,Knoxville
Body Scrub,Bath and body,73.01,3.3,1248,663,0.02,1983,10-15-2023,Bronx
Body Scrub,Bath and body,209.61,3.1,2749,0,0.1,428,02-07-2024,New Orleans
Bath Salts,Bath and body,298.17,2.3,220,914,0.4,1048,5-27-2024,Akron
Body Lotion,Bath and body,457.39,3.3,3986,480,0.13,1771,6-18-2023,Allentown
Bath Salts,Bath and body,198.52,2.7,44,645,0.29,1093,6-26-2023,Baltimore
Shower Gel,Bath and body,49.97,1.4,1001,9,0.26,755,09-12-2023,Provo
Body Scrub,Bath and body,17.16,2.4,478,14,0.19,1191,06-03-2024,Las Vegas
Shower Gel,Bath and body,401.34,4.7,271,142,0.08,1843,04-04-2024,Austin
Bath Salts,Bath and body,334.66,4.2,622,769,0.41,771,2-24-2024,Little Rock
Body Lotion,Bath and body,112.12,1.5,66,495,0.16,767,06-03-2024,Allentown
Body Lotion,Bath and body,135.53,1.9,3580,297,0.43,375,1-23-2024,Milwaukee
Body Scrub,Bath and body,184.72,4.6,72,307,0.26,1781,08-05-2023,Omaha
Body Scrub,Bath and body,112.75,4.9,1174,668,0.15,178,11-28-2023,Ogden
Bath Salts,Bath and body,84.17,1.6,787,747,0.03,492,02-03-2024,Miami
Shower Gel,Bath and body,367.36,3.3,1129,374,0.25,697,03-05-2024,Allentown
Body Lotion,Bath and body,111.22,2.3,324,978,0.2,955,7-30-2023,Des Moines
Body Scrub,Bath and body,407.92,4.3,3086,216,0.16,1570,12-12-2023,Houston
Body Lotion,Bath and body,99.58,4.8,2352,984,0.45,1013,10-24-2023,Akron
Bath Salts,Bath and body,131.78,2.3,1577,272,0.15,972,06-05-2024,Philadelphia
Dutch Oven,Cookware,394.69,2.1,4613,919,0.05,133,09-01-2023,San Jose
Frying Pan,Cookware,172.49,3,2378,537,0.12,893,09-02-2023,Bronx
Dutch Oven,Cookware,96.79,1,687,20,0.34,1894,11-03-2023,Queens
Dutch Oven,Cookware,407.85,4.8,3797,58,0.4,1644,01-07-2024,Palm Bay
Dutch Oven,Cookware,50.16,3.6,3106,378,0.32,236,2-29-2024,Tulsa
Dutch Oven,Cookware,361.56,2.9,966,171,0.1,1146,7-17-2023,Palm Bay
Frying Pan,Cookware,278.97,1.8,2212,698,0.3,1762,4-25-2024,Fort Worth
Grill Pan,Cookware,466.92,4.7,610,115,0.23,1391,10-03-2023,Salt Lake City
Saucepan,Cookware,187.86,4.5,3699,662,0.31,1525,11-19-2023,Reno
Frying Pan,Cookware,33.13,4.8,4657,803,0.12,1614,12-05-2023,Fresno
Dutch Oven,Cookware,433.11,1.5,351,700,0.07,1245,10-15-2023,Long Beach
Saucepan,Cookware,488.13,2.5,2381,888,0.09,1105,12-03-2023,Salt Lake City
Saucepan,Cookware,213.77,1.3,3639,93,0.21,596,10-11-2023,Houston
Frying Pan,Cookware,105.9,4.3,2681,127,0.21,1296,07-12-2023,New Haven
Frying Pan,Cookware,32.57,4.7,1505,861,0.3,998,7-23-2023,Atlanta
Saucepan,Cookware,461.14,2.4,3236,487,0.24,1449,12-10-2023,Knoxville
Frying Pan,Cookware,10.11,4.7,2721,438,0.38,250,03-07-2024,Dallas
Frying Pan,Cookware,364.16,1.9,512,215,0.15,124,3-22-2024,New Orleans
Dutch Oven,Cookware,193.66,3.5,2331,105,0.06,227,12-07-2023,Virginia Beach
Frying Pan,Cookware,62.93,1.9,2921,471,0.02,12,5-25-2024,Charlotte
Frying Pan,Cookware,177.21,2.8,294,188,0.25,1102,1-18-2024,Sacramento
Dutch Oven,Cookware,339.08,1.1,4961,825,0.02,70,10-08-2023,El Paso
Frying Pan,Cookware,493.58,4,4565,505,0.27,493,08-12-2023,Bronx
Grill Pan,Cookware,432.83,2.1,2521,845,0.43,1454,7-16-2023,Harrisburg
Frying Pan,Cookware,125.03,4.3,3199,531,0.41,1957,7-20-2023,Louisville
Saucepan,Cookware,476.18,1.5,1407,430,0.09,981,7-29-2023,Cape Coral
Saucepan,Cookware,152.77,2.7,3605,458,0.45,1436,05-01-2024,Salt Lake City
Frying Pan,Cookware,421.6,2.4,2449,758,0.5,1317,11-18-2023,Milwaukee
Frying Pan,Cookware,458.75,3.9,1910,914,0.16,1505,8-26-2023,Oklahoma City
Frying Pan,Cookware,103.16,4.3,3548,709,0.04,178,11-06-2023,Minneapolis
Saucepan,Cookware,431.23,1.7,60,53,0.01,847,04-08-2024,Philadelphia
Grill Pan,Cookware,468.05,4.6,3960,698,0.44,1963,12-14-2023,Queens
Dutch Oven,Cookware,256.82,4.5,1004,451,0.38,1039,7-21-2023,Staten Island
Grill Pan,Cookware,348.71,1.7,124,80,0.25,1861,1-14-2024,Tulsa
Grill Pan,Cookware,211.49,3.7,4846,500,0.2,210,4-28-2024,San Diego
Saucepan,Cookware,29.51,2.1,4486,846,0.48,793,03-07-2024,Providence
Dutch Oven,Cookware,352.8,4.4,4280,68,0.07,1590,03-07-2024,Little Rock
Grill Pan,Cookware,490.82,2.5,1357,924,0.17,78,04-06-2024,Mission Viejo
Dutch Oven,Cookware,320.3,2.8,2728,662,0.37,1337,05-11-2024,Bakersfield
Dutch Oven,Cookware,406.05,1.3,3644,269,0.34,517,03-01-2024,Riverside
Nail File,Nail care,82.77,3.4,3168,73,0.48,1705,08-10-2023,Salt Lake City
Nail Clippers,Nail care,467.15,3.3,3598,573,0.41,1744,7-28-2023,Salt Lake City
Nail File,Nail care,240.94,2.9,4734,291,0.26,12,9-15-2023,New Haven
Nail Polish,Nail care,345.1,1.1,2494,985,0.16,73,5-18-2024,Louisville
Nail Polish,Nail care,186.59,1.3,4136,428,0.27,365,2-13-2024,Memphis
Nail Polish,Nail care,53.98,4.6,3201,351,0.24,1341,1-27-2024,New Haven
Nail Clippers,Nail care,463.77,1.6,2415,93,0.1,1738,07-07-2023,El Paso
Nail Polish,Nail care,227.45,2.1,585,876,0.44,1577,11-13-2023,Provo
Nail Polish,Nail care,303.69,1.8,3085,432,0.06,131,07-10-2023,Dayton
Cuticle Oil,Nail care,371.58,3.4,3276,78,0.25,987,10-09-2023,Mission Viejo
Cuticle Oil,Nail care,52.68,2.9,1177,153,0.13,1456,07-10-2023,San Antonio
Nail Clippers,Nail care,249.63,2.4,2857,786,0.28,1952,3-28-2024,Jacksonville
Nail Polish,Nail care,162.97,3.9,4662,665,0.18,1331,6-22-2023,Virginia Beach
Nail Polish,Nail care,304.68,2.4,4503,188,0.37,1152,4-24-2024,Nashville
Nail Polish,Nail care,206.92,3.7,2489,199,0.37,859,1-30-2024,Allentown
Nail Clippers,Nail care,245.34,3.6,1357,810,0.06,1357,11-26-2023,Bonita Springs
Nail Polish,Nail care,376.82,2.9,3010,435,0.27,1945,06-10-2024,Allentown
Nail File,Nail care,404.75,2.2,4825,555,0.27,1613,11-09-2023,Springfield
Nail File,Nail care,228.9,1.5,1959,577,0.01,86,3-25-2024,Los Angeles
Nail Polish,Nail care,335.02,4.4,1299,698,0.47,1206,9-18-2023,Minneapolis
Nail Clippers,Nail care,387.18,4.9,2831,338,0.17,1532,10-18-2023,San Francisco
Nail File,Nail care,253.65,1.7,3089,523,0.42,1269,11-03-2023,Bakersfield
Nail Polish,Nail care,202.88,2.9,1797,83,0.43,618,6-21-2023,Reno
Nail Clippers,Nail care,184.49,3.7,142,191,0.41,580,5-20-2024,New Orleans
Nail Polish,Nail care,272.32,3.5,4500,839,0.16,1290,7-20-2023,Bronx
Nail File,Nail care,336.79,2.7,3597,502,0.36,1675,8-23-2023,Harrisburg
Nail Clippers,Nail care,55.43,3.1,4729,912,0.06,957,11-02-2023,Albuquerque
Cuticle Oil,Nail care,246.31,1.2,2985,396,0.35,1108,11-11-2023,Grand Rapids
Nail Polish,Nail care,485.21,3.9,641,11,0.38,865,9-24-2023,Tulsa
Nail Clippers,Nail care,170.91,2.9,2942,651,0.24,519,10-06-2023,Spokane
Cuticle Oil,Nail care,76.82,3.9,4564,211,0.13,803,6-16-2023,Tulsa
Nail Clippers,Nail care,258.28,4.4,853,660,0.07,477,12-28-2023,El Paso
Nail Clippers,Nail care,462.1,3,4505,421,0.42,1724,4-29-2024,Virginia Beach
Nail File,Nail care,174.8,4.7,377,389,0.28,241,8-23-2023,Salt Lake City
Nail Clippers,Nail care,169.06,3.7,69,852,0.14,38,8-28-2023,Queens
Cuticle Oil,Nail care,393.67,4,755,351,0.42,1321,09-03-2023,Houston
Nail File,Nail care,257.41,4.1,3865,24,0.06,737,4-16-2024,Philadelphia
Nail Clippers,Nail care,218.23,2.5,2623,454,0.22,1236,9-28-2023,Denver
Nail File,Nail care,59.28,2.6,595,802,0.43,1020,10-10-2023,Colorado Springs
Nail File,Nail care,172.89,2.3,3964,541,0.18,905,07-05-2023,Ogden
Thongs,Underwear,496.7,4.5,3235,160,0.3,1831,3-15-2024,Pittsburgh
Thongs,Underwear,425.61,3.7,4957,274,0.1,1274,08-07-2023,Raleigh
Thongs,Underwear,165.84,4.7,1927,529,0.46,4,12-13-2023,Charleston
Boxers,Underwear,165.52,1.9,2663,890,0.05,1278,3-28-2024,Reno
Briefs,Underwear,17.85,4.9,2636,484,0.3,1281,02-06-2024,Bronx
Boxers,Underwear,203.1,4.4,253,187,0.4,782,06-07-2024,Columbia
Panties,Underwear,450.63,3.5,654,361,0.24,1798,05-03-2024,Akron
Thongs,Underwear,341.44,2.2,3823,739,0.38,576,06-01-2024,Oklahoma City
Thongs,Underwear,312.14,1.2,1244,852,0.23,236,11-06-2023,Atlanta
Panties,Underwear,112.46,1.5,989,188,0.49,615,07-12-2023,McAllen
Panties,Underwear,20.29,1.1,4452,255,0.44,1755,06-03-2024,Cleveland
Thongs,Underwear,207.49,3.5,4379,311,0.06,481,10-30-2023,Spokane
Boxers,Underwear,228.18,3,569,589,0.05,421,7-24-2023,Columbia
Boxers,Underwear,172.76,3.8,1223,100,0.46,1609,12-24-2023,Denver
Boxers,Underwear,125.44,2.2,220,594,0.12,521,06-08-2024,Indianapolis
Panties,Underwear,324.96,3.9,4310,971,0.12,100,06-03-2024,Charleston
Boxers,Underwear,426.75,4,3134,632,0.16,104,9-26-2023,Birmingham
Boxers,Underwear,308.02,2.8,3099,681,0.46,1651,04-04-2024,Columbia
Briefs,Underwear,242.41,1.7,2415,250,0.03,1954,12-21-2023,Cape Coral
Briefs,Underwear,340.28,1.1,918,149,0.04,58,7-24-2023,San Francisco
Panties,Underwear,135.64,4.7,3815,246,0.4,1262,12-27-2023,Tucson
Thongs,Underwear,216.16,3,3799,688,0.36,1103,12-10-2023,Oklahoma City
Panties,Underwear,361.51,2.8,4573,925,0.48,1237,07-06-2023,Washington
Briefs,Underwear,432.85,2.9,587,310,0.02,707,6-27-2023,Baltimore
Thongs,Underwear,109.96,4.3,4020,83,0.03,667,5-27-2024,Grand Rapids
Boxers,Underwear,206.83,3,2084,332,0.33,44,11-19-2023,Brooklyn
Briefs,Underwear,261.46,3.9,18,364,0.1,1784,2-16-2024,Provo
Thongs,Underwear,194.17,4.3,4150,777,0.23,1320,10-25-2023,Provo
Boxers,Underwear,230.62,2,1467,127,0.03,391,12-02-2023,Bonita Springs
Thongs,Underwear,481.09,3.5,4144,776,0.02,1081,12-10-2023,Oakland
Briefs,Underwear,239.18,3.4,2194,483,0.28,1676,7-14-2023,Rochester
Thongs,Underwear,447.72,2.7,4016,803,0.24,1289,03-09-2024,Columbia
Briefs,Underwear,455.34,4.1,2266,532,0.47,79,08-05-2023,Salt Lake City
Briefs,Underwear,259.39,2.8,693,24,0.48,631,09-09-2023,Memphis
Briefs,Underwear,168.92,4.8,4114,383,0.35,236,09-09-2023,Birmingham
Panties,Underwear,50.46,1.6,4734,236,0.26,54,12-23-2023,Birmingham
Boxers,Underwear,436.14,2.9,372,972,0.17,200,07-11-2023,Tampa
Boxers,Underwear,407.23,4.8,3189,702,0.31,314,09-10-2023,Washington
Boxers,Underwear,16.96,2,574,573,0.35,1552,7-23-2023,Phoenix
Panties,Underwear,434.92,4.8,1104,550,0.2,428,11-28-2023,San Juan
Oil Filter,Motor vehicle parts,254.18,3.4,1992,195,0.27,13,7-23-2023,Allentown
Oil Filter,Motor vehicle parts,54.37,3.7,528,797,0.39,1634,09-07-2023,Raleigh
Brake Pads,Motor vehicle parts,448.91,1.1,3336,270,0.02,1723,11-11-2023,Pittsburgh
Spark Plugs,Motor vehicle parts,177.61,4.2,3392,724,0.11,640,06-02-2024,Long Beach
Spark Plugs,Motor vehicle parts,80.34,1.7,4198,891,0.26,1903,5-16-2024,Dayton
Car Battery,Motor vehicle parts,433.08,1.6,988,81,0.43,821,10-02-2023,Denton
Oil Filter,Motor vehicle parts,192.3,1.4,2440,712,0.12,1278,12-16-2023,Louisville
Spark Plugs,Motor vehicle parts,279.67,3.1,2205,3,0.42,959,11-21-2023,Fresno
Oil Filter,Motor vehicle parts,267.79,3.8,3350,815,0.37,677,08-06-2023,Virginia Beach
Car Battery,Motor vehicle parts,412.66,1.6,1158,696,0.02,617,1-31-2024,Fresno
Car Battery,Motor vehicle parts,104.21,2.2,4681,462,0.29,121,5-26-2024,Concord
Car Battery,Motor vehicle parts,208.5,1,2042,502,0.25,1697,11-27-2023,Philadelphia
Oil Filter,Motor vehicle parts,302.11,4,417,555,0.34,325,12-17-2023,Bridgeport
Brake Pads,Motor vehicle parts,235.56,1.9,2261,853,0.48,1602,7-16-2023,San Jose
Brake Pads,Motor vehicle parts,180.43,3.5,3905,3,0.04,599,5-26-2024,Mesa
Car Battery,Motor vehicle parts,114.64,2.6,1993,904,0.11,722,09-09-2023,New Haven
Car Battery,Motor vehicle parts,434.45,4.5,4354,323,0.12,1191,12-19-2023,Bronx
Oil Filter,Motor vehicle parts,185.74,2.1,4568,295,0.05,813,7-14-2023,Las Vegas
Brake Pads,Motor vehicle parts,186.24,3.7,1767,240,0.03,769,10-07-2023,Hartford
Brake Pads,Motor vehicle parts,210.5,2.3,4266,473,0.22,1130,7-25-2023,Dayton
Spark Plugs,Motor vehicle parts,409.89,4.9,3686,550,0.03,1848,12-14-2023,El Paso
Brake Pads,Motor vehicle parts,308.74,4.7,3957,335,0.28,1570,9-27-2023,Hartford
Car Battery,Motor vehicle parts,173.55,3.3,2886,116,0.28,1897,2-17-2024,Rochester
Oil Filter,Motor vehicle parts,227.87,1.1,4934,65,0.46,446,5-23-2024,Bonita Springs
Brake Pads,Motor vehicle parts,35.83,2.8,2758,550,0.46,394,7-22-2023,New York
Brake Pads,Motor vehicle parts,159.02,3.5,1189,641,0.45,1875,3-15-2024,San Francisco
Spark Plugs,Motor vehicle parts,325.51,4.3,3748,48,0.32,1813,2-19-2024,San Jose
Spark Plugs,Motor vehicle parts,133.39,4.3,1397,372,0.43,1778,7-28-2023,Queens
Oil Filter,Motor vehicle parts,139.91,2.7,81,86,0.08,821,6-20-2023,Providence
Spark Plugs,Motor vehicle parts,249.39,3.1,1932,680,0.13,1860,03-12-2024,Tulsa
Brake Pads,Motor vehicle parts,73.25,4,3933,313,0.31,1945,02-05-2024,Buffalo
Spark Plugs,Motor vehicle parts,76.47,2,2597,452,0.47,737,4-20-2024,Harrisburg
Spark Plugs,Motor vehicle parts,232.42,3,1928,575,0.14,636,12-16-2023,Springfield
Spark Plugs,Motor vehicle parts,498.86,2.1,4124,371,0.33,1893,11-22-2023,Salt Lake City
Spark Plugs,Motor vehicle parts,119.27,2.6,1125,45,0.01,1187,2-22-2024,Houston
Oil Filter,Motor vehicle parts,440.87,3.1,3362,670,0.13,896,09-05-2023,Kansas City
Spark Plugs,Motor vehicle parts,225.17,1.2,1074,897,0.41,491,04-04-2024,Raleigh
Brake Pads,Motor vehicle parts,219.18,2.9,4284,414,0.32,1099,12-31-2023,Charlotte
Oil Filter,Motor vehicle parts,466.42,2.4,3055,688,0.49,1412,11-07-2023,Harrisburg
Brake Pads,Motor vehicle parts,377.28,3.8,2302,235,0.03,1284,10-02-2023,San Diego
Charger,Mobile phone accessories,331.2,1.2,258,947,0.36,524,11-17-2023,Provo
Charger,Mobile phone accessories,252.05,4.5,2202,677,0.25,1853,6-20-2023,Sacramento
Screen Protector,Mobile phone accessories,469.45,2.4,4724,198,0.1,532,11-25-2023,Phoenix
Charger,Mobile phone accessories,319.21,1.1,4343,787,0.26,1325,11-25-2023,St. Louis
Screen Protector,Mobile phone accessories,177.77,3.2,3342,605,0.38,1820,3-24-2024,Oklahoma City
Earbuds,Mobile phone accessories,102.23,1.7,838,406,0.2,1116,3-24-2024,St. Louis
Screen Protector,Mobile phone accessories,34.01,3.3,4468,224,0.27,1272,3-13-2024,New York
Earbuds,Mobile phone accessories,483.61,2.8,1840,938,0.42,839,3-13-2024,Richmond
Phone Case,Mobile phone accessories,340.86,1.8,4771,872,0.06,1837,7-26-2023,Provo
Phone Case,Mobile phone accessories,382.03,3.5,3497,947,0.17,1148,7-26-2023,Portland
Screen Protector,Mobile phone accessories,293.59,3.5,1601,825,0.35,1622,7-26-2023,Pittsburgh
Earbuds,Mobile phone accessories,339.69,3,4631,367,0.15,1984,11-16-2023,Concord
Charger,Mobile phone accessories,479.41,1.1,3549,104,0.08,45,11-16-2023,Fort Worth
Charger,Mobile phone accessories,116.69,3.5,1836,921,0.24,535,11-16-2023,Manhattan
Earbuds,Mobile phone accessories,255.3,4.6,2063,570,0.32,1973,11-18-2023,Boise
